"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Suspect Zero",2004,99,27000000,5.7,1310,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Suspended Animation",2001,114,1900000,5.2,82,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Sutter's Gold",1936,94,2000000,5.9,22,0,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Suzy",1936,93,614000,6.2,146,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Svoi",2004,111,2500000,8.4,97,4.5,0,0,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"",1,0,0,1,0,0,0
"Swamp Thing",1982,91,3000000,5,1179,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Swarm, The",1978,156,21000000,3.8,986,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Sweepers",1999,93,12500000,3.9,276,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Sweet Angel Mine",1996,88,5000000,5.3,119,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Sweet Charity",1969,154,20000000,6.8,640,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0
"Sweet Hideaway",2003,96,350000,1.9,13,74.5,4.5,0,0,4.5,0,0,0,0,4.5,"",0,0,1,0,0,0,0
"Sweet Home Alabama",2002,108,38000000,5.8,9943,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Sweet November",2001,115,40000000,5.5,5458,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Sweet Sweetback's Baad Asssss Song",1971,97,150000,5.3,547,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Sweetest Thing, The",2002,90,43000000,4.7,8284,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Swept Away",2002,89,10000000,3.8,2113,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Swimfan",2002,85,8500000,4.5,3863,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Swimming with Sharks",1994,101,700000,7.1,4837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Swing Time",1936,103,886000,7.7,1135,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,0,0,1,0
"Swingers",1996,96,200000,7.6,15827,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Swinging Cheerleaders, The",1974,91,150000,4.2,85,14.5,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Swiri",1999,125,5000000,6.6,1704,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",1,0,0,0,0,1,0
"Switchback",1997,118,38000000,6.1,2195,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Switchblade Sisters",1975,91,320000,5.7,402,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,1,0,0,0
"Swoon",1992,80,250000,7,290,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Swordfish",2001,99,80000000,6.2,20455,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Swordswallowers and Thin Men",2003,105,2500,8.2,6,14.5,0,0,0,0,0,0,0,34.5,45.5,"",0,0,0,0,0,0,0
"Sylvia Scarlett",1935,95,1000000,6,411,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0
"Symphony of Six Million",1932,94,270000,6.3,63,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Sztuka spadania",2004,5,100000,7.6,68,4.5,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"",0,1,1,0,0,0,1
"T2 3-D: Battle Across Time",1996,12,60000000,7.2,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"",1,0,0,0,0,0,1
"THX 1138",1971,88,777000,6.5,4274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Tabu",1931,84,150000,7.8,313,0,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0
"Tadpole",2002,78,150000,6.3,1769,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Taegukgi hwinalrimyeo",2004,140,12800000,8.5,1792,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",1,0,0,1,0,0,0
"Tai yang zhi zi",1990,84,35000000,4.8,24,4.5,0,14.5,14.5,4.5,24.5,4.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"Tailor of Panama, The",2001,109,18000000,6.1,5997,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Take Me Out to the Ball Game",1949,93,1725970,6.8,386,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,14.5,"",0,0,1,0,0,0,0
"Take Me Somewhere Nice",2004,17,8000,8.8,8,14.5,0,0,0,0,0,0,0,14.5,74.5,"",0,0,0,1,0,0,1
"Take a Giant Step",1959,100,300000,5.6,6,0,0,0,0,14.5,45.5,0,14.5,14.5,0,"",0,0,0,1,0,0,0
"Take the Money and Run",1969,85,1500000,7.3,3025,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Tale of the Mummy",1998,119,8000000,3.7,570,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Talented Mr. Ripley, The",1999,139,40000000,7,25974,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Tales from the Hood",1995,98,6000000,5.1,548,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Talk Radio",1988,110,4000000,6.9,2080,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Talk to Taka",2000,12,100000,3.7,37,4.5,4.5,0,4.5,0,4.5,0,14.5,4.5,45.5,"",0,0,1,0,0,1,1
"Tall Tale",1995,98,32000000,4.8,383,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Taming of the Shrew, The",1929,63,504000,6.2,41,0,0,4.5,4.5,14.5,34.5,34.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Taming of the Shrew, The",1967,122,4000000,6.9,612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0
"Tang shan da xiong",1971,115,100000,6.3,1468,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"",1,0,0,1,0,0,0
"Tango & Cash",1989,104,55000000,5.4,7657,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,1,0,0,0,0
"Tank Girl",1995,104,25000000,4.6,4400,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Taras Bulba",1962,124,7000000,6,412,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",1,0,0,1,0,1,0
"Target Earth",1954,75,85000,5.8,106,4.5,4.5,0,14.5,14.5,4.5,14.5,4.5,14.5,34.5,"",0,0,0,0,0,0,0
"Targets",1968,90,130000,7.4,793,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Tarnation",2003,88,0,7.7,596,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,0,1,0,0
"Tart",2001,94,3300000,4.6,714,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Tarzan",1999,88,150000000,7.1,10672,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,1,0,0,0,0,0
"Tarzan and His Mate",1934,104,1279000,7.4,538,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"",1,0,0,0,0,0,0
"Tarzan and the Lost City",1998,83,20000000,3.6,510,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",1,0,0,0,0,0,0
"Tarzan and the Mermaids",1948,68,1000000,5.5,177,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,24.5,"",1,0,0,0,0,0,0
"Taste of Blood, A",1967,117,65000,2.4,44,24.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,0,4.5,"",0,0,0,0,0,0,0
"Tattooed Stranger, The",1950,64,124000,6.5,61,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Taxi Driver",1976,110,1300000,8.5,47873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,0,1,0,0,0
"Taxman, The",1999,104,1000000,5.7,169,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Tea with Mussolini",1999,117,12000000,6.7,2711,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,0,0
"Tea with Tiffany",2003,6,10000,9.5,6,0,0,0,0,0,0,0,14.5,14.5,64.5,"",0,0,0,0,0,0,1
"Teacher's Pet",2004,74,10000000,5.6,218,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"Teaching Mrs. Tingle",1999,96,13000000,5,5244,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Team America: World Police",2004,98,30000000,7.3,13104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",1,0,1,0,0,0,0
"Tears of the Sun",2003,121,70000000,6.2,8690,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Ted Bundy",2002,99,1200000,5.2,852,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Teen Wolf Too",1987,95,3000000,2.7,2209,34.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Teenage Cave Man",1958,65,70000,3.1,169,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Teenage Monster",1958,65,57000,3.3,59,24.5,14.5,4.5,4.5,0,14.5,0,4.5,4.5,34.5,"",0,0,0,0,0,0,0
"Teenage Mutant Ninja Turtles",1990,93,13500000,5.5,6946,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,88,25000000,4.6,3429,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Teenage Thunder",1957,78,46000,4.5,6,0,34.5,0,0,14.5,14.5,0,0,0,34.5,"",0,0,0,1,0,0,0
"Tehran 7:00 a.m.",2003,85,500000,6.9,5,0,0,0,0,0,24.5,24.5,24.5,0,44.5,"",0,0,0,1,0,0,0
"Tell Me That You Love Me",1983,91,1000000,3.4,5,24.5,0,0,24.5,24.5,0,0,0,0,44.5,"",0,0,1,1,0,0,0
"Tell Them Johnny Wadd Is Here",1975,74,12000,4.6,25,44.5,4.5,4.5,14.5,4.5,4.5,14.5,0,0,14.5,"",0,0,0,0,0,0,0
"Telling Lies in America",1997,101,4000000,6.4,646,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Temp, The",1993,99,15000000,4.9,668,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Temporary Girl",1998,90,250000,7.5,21,0,0,0,4.5,14.5,4.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0
"Temptress, The",1926,106,669000,7.3,62,0,4.5,4.5,0,4.5,14.5,34.5,24.5,4.5,14.5,"",0,0,0,1,0,1,0
"Ten Commandments, The",1923,146,1800000,7.5,97,4.5,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Ten Commandments, The",1956,220,13500000,7.7,8895,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Ten to Chi to",1990,215,42000000,6.4,240,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",1,0,0,1,0,0,0
"Tentacoli",1977,102,750000,2.8,237,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Terminal Choice",1985,93,3900000,5.1,69,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Terminal USA",1993,54,365000,6.9,37,4.5,4.5,0,4.5,0,4.5,4.5,14.5,14.5,44.5,"",0,0,0,0,0,0,0
"Terminal, The",2004,128,60000000,7.1,15809,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"Terminator 2: Judgment Day",1991,154,100000000,8.2,77614,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Terminator 3: Rise of the Machines",2003,109,175000000,6.9,32111,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Terminator, The",1984,108,6400000,7.9,59772,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,1,0
"Terrible Truth, The",1951,10,1000,3.7,10,24.5,14.5,14.5,14.5,0,34.5,0,14.5,14.5,0,"",0,0,0,1,0,0,1
"Terror Tract",2000,96,11000000,5.6,281,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Terror Train",1980,97,3500000,5.2,567,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Terror in a Texas Town",1958,81,80000,6.7,114,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,0,0,0,0
"Terror of Tiny Town, The",1938,62,100000,3,195,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Terrorists",2004,72,80000,9.4,9,0,0,0,0,0,0,14.5,0,24.5,64.5,"",0,0,1,0,0,0,0
"Tess of the Storm Country",1922,137,400000,7.8,56,0,0,4.5,0,4.5,4.5,14.5,34.5,14.5,24.5,"",0,0,0,1,0,0,0
"Testament of Tom Jacoby, The",2001,7,3000,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,"",0,0,0,0,0,0,1
"Tevya",1939,93,70000,6.4,46,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,"",0,0,0,1,0,0,0
"Texas Chain Saw Massacre, The",1974,75,140000,7,10224,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,0,0,0,0,0
"Texas Chainsaw Massacre 2, The",1986,111,4700000,4.6,2107,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Texas Chainsaw Massacre, The",2003,98,9200000,5.9,9587,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Texas Rangers",2001,86,38000000,5.1,945,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Thank God He Met Lizzie",1997,91,2500000,5.9,196,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,1,0,0,1,0
"Thank God It's Friday",1978,89,2200000,3.5,343,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Thanksgiving",2004,12,150000,7.9,9,14.5,0,0,14.5,0,14.5,0,0,0,64.5,"",0,0,0,1,0,0,1
"That 70's Matrix",2001,35,1200,3.9,24,34.5,4.5,0,4.5,24.5,4.5,4.5,0,0,24.5,"",1,0,1,0,0,0,1
"That Cold Day in the Park",1969,113,500000,6.2,106,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"That Little Monster",1994,56,30000,6.6,65,14.5,0,4.5,0,4.5,4.5,14.5,4.5,4.5,45.5,"",0,0,1,0,0,0,0
"That Thing You Do!",1996,108,2500000,6.6,11701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0
"Thaw",2000,14,15000,8.2,6,0,0,0,0,0,0,0,84.5,14.5,0,"",0,0,0,1,0,0,1
"Thelma & Louise",1991,129,16500000,7.3,18075,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,1,0,0,0
"Theodore Rex",1995,92,33000000,2.2,567,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Therapy Group",2003,3,1000,6.1,5,0,0,0,0,0,24.5,0,44.5,24.5,24.5,"",0,0,1,0,0,0,1
"There Goes My Baby",1994,110,10500000,6.1,253,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"There's Always Vanilla",1971,91,90000,3.2,49,24.5,4.5,4.5,4.5,4.5,14.5,24.5,0,4.5,24.5,"",0,0,0,1,0,0,0
"There's Something About Mary",1998,134,23000000,7.2,46343,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"They",2002,89,17000000,4.4,2660,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"They Call Him Sasquatch",2003,100,1000000,6.5,11,4.5,0,4.5,0,4.5,0,4.5,24.5,0,34.5,"",0,0,1,0,0,0,0
"They Came to Cordura",1959,123,4000000,6.3,163,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"They Died with Their Boots On",1941,140,2200000,7.1,693,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0
"They Drive by Night",1940,95,500000,7.3,667,0,0,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,"",0,0,0,1,0,0,0
"They Live",1988,93,4000000,6.5,5131,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"Thief of Bagdad, The",1924,139,2000000,7.9,362,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",1,0,0,0,0,0,0
"Thief of Hearts",1984,100,9000000,5.1,371,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Thief, The",2004,31,1000,7.3,24,14.5,4.5,0,4.5,0,0,4.5,4.5,4.5,45.5,"",0,0,1,0,0,0,1
"Thieves Like Us",1974,123,800000,7,310,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Thin Line Between Love and Hate, A",1996,108,8000000,4.4,458,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Thin Man Goes Home, The",1945,100,1000000,7.1,495,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,"",0,0,1,1,0,1,0
"Thin Red Line, The",1998,170,52000000,7.2,25637,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,1,0,0,0
"Thing Called Love, The",1993,116,14000000,6,1217,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,1,0,1,0
"Thing, The",1982,109,10000000,7.8,17071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,0,0,0,0
"Things to Do in Denver When You're Dead",1995,115,8000000,6.6,5703,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Thir13en Ghosts",2001,87,20000000,5.1,8292,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Thirteen",2003,100,1500000,7.1,8652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Thirteen Conversations About One Thing",2001,104,3000000,7.2,2883,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Thirteen Days",2000,145,80000000,7.4,10926,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Thirteenth Floor, The",1999,100,16000000,6.4,7712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"This Divided State",2005,88,10000,5.5,35,14.5,4.5,0,0,4.5,0,4.5,4.5,4.5,74.5,"",0,0,0,0,1,0,0
"This Is Elvis",1981,144,5000000,6.2,200,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,"",0,0,0,1,1,0,0
"This Is Not a Love Story",2002,81,1000000,4.2,9,14.5,14.5,0,0,14.5,34.5,14.5,0,0,24.5,"",0,0,1,1,0,0,0
"This Island Earth",1955,87,800000,5.4,1294,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"This Love of Ours",1945,90,2000000,5.3,21,0,0,4.5,4.5,24.5,4.5,14.5,14.5,0,14.5,"",0,0,0,1,0,0,0
"This Property Is Condemned",1966,110,4000000,6.4,497,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0
"This Space Between Us",2000,98,1290000,4.3,32,0,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,44.5,"",0,0,1,1,0,1,0
"Thomas Crown Affair, The",1968,102,4300000,6.7,2766,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,1,0
"Thomas Crown Affair, The",1999,113,48000000,6.7,17220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Thomas and the Magic Railroad",2000,85,19000000,4.2,364,24.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Thoroughly Modern Millie",1967,138,6000000,6.6,814,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,1,0,0,0,0
"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",1965,138,5600000,6.7,1064,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",1,0,1,0,0,0,0
"Three Barbecues: A Blackened Comedy",2004,95,25000,9.8,9,0,0,0,0,0,0,0,14.5,0,84.5,"",0,0,1,0,0,0,0
"Three Bewildered People in the Night",1987,92,5000,5.7,22,34.5,0,0,0,14.5,4.5,0,4.5,0,24.5,"",0,0,0,1,0,0,0
"Three Faces West",1940,79,100000,5.1,101,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0
"Three Fugitives",1989,92,15000000,5.5,1664,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,1,0,0,0,0
"Three Kings",1999,114,48000000,7.3,31503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,1,0,0,0
"Three Little Pigs",1933,8,15720,7.9,260,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,1,1,0,0,0,1
"Three Smart Girls",1936,84,326000,7.1,107,4.5,0,0,0,4.5,14.5,24.5,34.5,14.5,14.5,"",0,0,1,0,0,0,0
"Three Stooges in Orbit, The",1962,90,450000,5.5,156,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Three on a Meathook",1972,80,20000,3,70,24.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Three to Tango",1999,98,20000000,6,5719,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Thrill Kill Jack in Hale Manor",2000,80,10000,7.7,7,0,24.5,0,0,0,0,0,0,0,74.5,"",1,0,0,0,0,0,0
"Thunder Afloat",1939,95,1000000,6,15,0,0,0,4.5,14.5,64.5,0,4.5,0,4.5,"",1,0,0,1,0,1,0
"Thunder in Guyana",2003,50,150000,9.3,6,0,0,0,0,0,0,14.5,0,14.5,64.5,"",0,0,0,0,1,0,0
"Thunderball",1965,130,9000000,6.8,8226,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,0,0,0,0
"Thunderbirds",2004,95,57000000,4.4,1419,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",1,0,1,0,0,0,0
"Thunderbolt and Lightfoot",1974,114,4000000,6.8,1983,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,1,0,0,0,0
"Thunderpants",2002,87,7000000,4.2,353,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Tickle Me",1965,90,1480000,4.4,181,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
